id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_VOL_3:B4P3#2,B4P3#2,A new Performance Requirement for Fire-fighting water storage has been inserted.,A new Performance Requirement for Fire-fighting water storage has been inserted.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4P4#2,B4P4#2,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Uncontrolled discharge.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4D2#2,B4D2#2,The existing clause has been amended as a,"consequence of new clauses for Fire-fighting water services B4D3, B4D4, B4D5 and B4D6.",,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4D3#2,B4D3#2,A new clause has been inserted for Fire sprinkler systems.,A new clause has been inserted for Fire sprinkler systems.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4D4#2,B4D4#2,A new clause has been inserted for Fire hydrants.,A new clause has been inserted for Fire hydrants.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4D5#2,B4D5#2,A new clause has been inserted for Fire hose reels.,"Reference 	Changes and commentary B2D4 	The title has been amended to Water efficiency and now includes minimum requirements for WELS ratings. B2D9 	The existing clause has been amended as a consequence of relocating exemptions for solar heated water supply to B2D11 B2D10 	A new clause has been inserted for Bushfire prone areas. B2D11 	The existing clause has been amended as a standalone clause for Solar heated water. Part B3 - Non-drinking water services 	Part B3 - Non-drinking water services B3P1 	The title of the Performance Requirement has been amended to Non-drinking water. B3P3 	The title of the Performance Requirement has been amended to Velocity and now contains a quantified level of performance for non-drinking water pipework water velocities. B3P4 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Access and isolation as a consequence of new quantified Performance Requirements B3P3, B3P5 and B3P7. B3P5 	The existing Performance Requirement has been amended as a standalone Performance Requirement and now contains quantified levels of performance for pressure. B3P6 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Uncontrolled discharge as a consequence of new quantified Performance Requirements B3P3, B3P5 and B3P7. B3P7 	A new Performance Requirement for Water efficiency in non-drinking water has been inserted. B3D4 	A new clause has been inserted for Bushfire prone areas. B3D5 	A new clause has been inserted for Water efficiency. Part B4 - Fire-fighting water services	Part B4 - Fire-fighting water services B4P1 	The title of the Performance Requirement has been amended to Flow rate and pressure and now contains quantified levels of performance for water supply flow and pressures. B4P2 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Access and isolation. B4P3 	A new Performance Requirement for Fire-fighting water storage has been inserted. B4P4 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Uncontrolled discharge. B4D2 	The existing clause has been amended as a consequence of new clauses for Fire-fighting water services B4D3, B4D4, B4D5 and B4D6. B4D3 	A new clause has been inserted for Fire sprinkler systems. B4D4 	A new clause has been inserted for Fire hydrants. B4D5 	A new clause has been inserted for Fire hose reels.",,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4D6#2,B4D6#2,A new clause has been inserted for Bushfire prone areas.,A new clause has been inserted for Bushfire prone areas.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B5P1#2,B5P1#2,The application of the Performance Requirement has been amended to include Rainwater services.,The application of the Performance Requirement has been amended to include Rainwater services.,,,2,B5,,NCC_VOL_3
NCC_VOL_3:B5V1#2,B5V1#2,"A new Verification Method, Determination of individual and zone hazard ratings, has been inserted as an option to verify compliance with B5P1.","A new Verification Method, Determination of individual and zone hazard ratings, has been inserted as an option to verify compliance with B5P1.",,,2,B5,,NCC_VOL_3
NCC_VOL_3:B5D5#2,B5D5#2,A new clause has been inserted for an Unprotected water service.,A new clause has been inserted for an Unprotected water service.,,,2,B5,,NCC_VOL_3
NCC_VOL_3:B6P1#2,B6P1#2,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pressure of a rainwater service.,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pressure of a rainwater service.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6P2#2,B6P2#2,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pipework water velocity.,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pipework water velocity.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6P3#2,B6P3#2,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for Water efficiency.,The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for Water efficiency.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6P4#2,B6P4#2,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Access and isolation.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6P5#2,B6P5#2,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Identification.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6P6,B6P6,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Uncontrolled discharge.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6D2#2,B6D2#2,"The title has been amended to General requirements and includes requirement for Rainwater service, previously",located in B6. 5 of NCC 2019 Volume Three.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6D3#2,B6D3#2,The existing clause has been amended as a standalone Performance Requirement Identification.,The existing clause has been amended as a standalone Performance Requirement Identification.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6D4#2,B6D4#2,A new clause has been inserted for Water efficiency.,A new clause has been inserted for Water efficiency.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6D5#2,B6D5#2,A new clause has been inserted for Access and isolation.,A new clause has been inserted for Access and isolation.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B6D6#2,B6D6#2,A new clause has been inserted for Bushfire prone areas.,A new clause has been inserted for Bushfire prone areas.,,,2,B6,,NCC_VOL_3
NCC_VOL_3:B7P1#2,B7P1#2,The existing Performance Requirement has been inserted as a new Performance Requirement for Contamination,control to reflect the relevant provisions of BP6. 1.,,,2,B7,,NCC_VOL_3
NCC_VOL_3:B7P2#3,B7P2#3,The existing Performance Requirement has been inserted as a new Performance Requirement for Uncontrolled,discharge to reflect the relevant provisions of BP6. 2.,,,2,B7,,NCC_VOL_3
NCC_VOL_3:B7P3#2,B7P3#2,The existing Performance Requirement has been inserted as a new Performance Requirement for Access and,"isolation to reflect the relevant provisions of BP6. 2. Reference 	Changes and commentary B4D6 	A new clause has been inserted for Bushfire prone areas. Part B5 - Cross-connection control	Part B5 - Cross-connection control B5P1 	The application of the Performance Requirement has been amended to include Rainwater services. B5V1 	A new Verification Method, Determination of individual and zone hazard ratings, has been inserted as an option to verify compliance with B5P1. B5D5 	A new clause has been inserted for an Unprotected water service. Part B6 - Rainwater services 	Part B6 - Rainwater services Part B6 2019 	Part B6 Rainwater harvesting and use has been divided into two parts, Part B6 Rainwater services and Part B7 Rainwater storage. B6P1 	The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pressure of a rainwater service. B6P2 	The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for pipework water velocity. B6P3 	The existing Performance Requirement has been amended as a standalone quantified Performance Requirement for Water efficiency. B6P4 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Access and isolation. B6P5 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Identification. B6P6 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Uncontrolled discharge. B6D2 	The title has been amended to General requirements and includes requirement for Rainwater service, previously located in B6. 5 of NCC 2019 Volume Three. B6D3 	The existing clause has been amended as a standalone Performance Requirement Identification. B6D4 	A new clause has been inserted for Water efficiency. B6D5 	A new clause has been inserted for Access and isolation. B6D6 	A new clause has been inserted for Bushfire prone areas. Part B7 - Rainwater storage 	Part B7 - Rainwater storage Part B7 	A new Part B7 Rainwater storage has been added. B7P1 	The existing Performance Requirement has been inserted as a new Performance Requirement for Contamination control to reflect the relevant provisions of BP6. 1. B7P2 	The existing Performance Requirement has been inserted as a new Performance Requirement for Uncontrolled discharge to reflect the relevant provisions of BP6. 2. B7P3 	The existing Performance Requirement has been inserted as a new Performance Requirement for Access and isolation to reflect the relevant provisions of BP6. 2.",,,2,B7,,NCC_VOL_3
